From,To,Route,Summer_2022,Winter_2022_23,Summer_2023,Winter_2023_24,Latitude_Start,Longitude_Start,Country_Start,LandPart_Start,Distance_to_coastline_Start,GDP_per_capita_2021_Start,Population_50km_Start,Latitude_End,Longitude_End,Country_End,LandPart_End,Distance_to_coastline_End,GDP_per_capita_2021_End,Population_50km_End,Alternative_available,Immigrants_in_End_from_Start,Immigrants_in_Start_from_End,Route_distance,Tourist_Atractiveness,Economic_Atractiveness,Family_travel_Atractiveness,Latitude_min,GDP_per_capita_2021_min,GDP_per_capita_2021_max,Distance_to_coastline_min,Population_50km_max,Population_50km_min,Both_Summers,Both_Winters,Both_Summers_weekly,Both_Winters_weekly
Alicante (ALC),Palma de Mallorca (PMI),Alicante (ALC) - Palma de Mallorca (PMI),219,42,192,0,38.282162,-0.55815,Spain,1,3.344711533,19700,1667729.768,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,0,0,5000,318.5985415,0.839044309,0.158963112,0.001992579,38.282162,19700,26600,38.282162,1667729.768,906926.6876,411,42,6.421875,1.05
Vienna (VIE),Warsaw (WMI),Vienna (VIE) - Warsaw (WMI),0,139,186,55,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,52.451111,20.651667,Poland,1,206.0903055,20900,3069285.553,1,5000,76000,563.5663254,0.641504864,0.319484473,0.039010663,48.110271,20900,50900,48.110271,3421820.475,3069285.553,186,194,2.90625,4.85
Marrakesh (RAK),Bordeaux (BOD),Marrakesh (RAK) - Bordeaux (BOD),106,127,124,203,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,0,1060000,38000,1603.449108,0.5683655,0.120842154,0.310792346,31.60688,3300,36600,31.60688,2069585.465,1427658.783,230,330,3.59375,8.25
Milan (BGY),Comiso (CIY),Milan (BGY) - Comiso (CIY),93,47,0,0,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,36.990002,14.6,Italy,9,18.44880347,19000,705626.7199,0,0,5000,1048.6877,0.686836232,0.311580564,0.001583204,36.990002,19000,35900,36.990002,5857791.668,705626.7199,93,47,1.453125,1.175
Catania (CTA),Milan (BGY),Catania (CTA) - Milan (BGY),652,299,582,425,37.466782,15.0664,Italy,9,1.699468363,19500,1331539.552,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,0,0,5000,1015.810077,0.68434843,0.314055789,0.001595781,37.466782,19500,35900,37.466782,5857791.668,1331539.552,1234,724,19.28125,18.1
Vienna (VIE),Venice (VCE),Vienna (VIE) - Venice (VCE),211,145,405,0,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,45.505268,12.35194,Italy,1,9.316967158,31500,2523698.441,1,16000,34000,432.7568353,0.659408233,0.316891651,0.023700116,45.505268,31500,50900,45.505268,3421820.475,2523698.441,616,145,9.625,3.625
Bratislava (BTS),London (STN),Bratislava (BTS) - London (STN),185,146,164,205,48.170158,17.21266,Slovakia,1,377.8896832,39000,1259466.066,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,72000,9000,1279.140912,0.53486025,0.43140764,0.033732109,48.170158,30698,39000,48.170158,8082506.783,1259466.066,349,351,5.453125,8.775
Dublin (DUB),Alicante (ALC),Dublin (DUB) - Alicante (ALC),531,173,552,235,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,38.282162,-0.55815,Spain,1,3.344711533,19700,1667729.768,0,16000,9000,1741.177079,0.594834249,0.396690005,0.008475746,38.282162,19700,140200,38.282162,1919109.862,1667729.768,1083,408,16.921875,10.2
London (STN),Bratislava (BTS),London (STN) - Bratislava (BTS),187,147,164,206,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,48.170158,17.21266,Slovakia,1,377.8896832,39000,1259466.066,0,9000,72000,1279.140912,0.53486025,0.43140764,0.033732109,48.170158,30698,39000,48.170158,8082506.783,1259466.066,351,353,5.484375,8.825
Alicante (ALC),Dublin (DUB),Alicante (ALC) - Dublin (DUB),530,173,551,224,38.282162,-0.55815,Spain,1,3.344711533,19700,1667729.768,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,0,9000,16000,1741.177079,0.594834249,0.396690005,0.008475746,38.282162,19700,140200,38.282162,1919109.862,1667729.768,1081,397,16.890625,9.925
Paris (BVA),Marrakesh (RAK),Paris (BVA) - Marrakesh (RAK),0,0,214,171,49.453465,2.115138,France,1,85.79422426,27300,1281492.573,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,0,38000,1060000,2159.858423,0.578835991,0.104646213,0.316517796,31.60688,3300,27300,31.60688,2069585.465,1281492.573,214,171,3.34375,4.275
Nuremberg (NUE),London (STN),Nuremberg (NUE) - London (STN),295,212,216,224,49.498699,11.06689,Germany,1,424.5012773,63700,2057456.236,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,310000,118000,807.8377679,0.429496186,0.420103655,0.150400159,49.498699,30698,63700,49.498699,8082506.783,2057456.236,511,436,7.984375,10.9
Marrakesh (RAK),Paris (BVA),Marrakesh (RAK) - Paris (BVA),226,151,214,172,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,49.453465,2.115138,France,1,85.79422426,27300,1281492.573,0,1060000,38000,2159.858423,0.578835991,0.104646213,0.316517796,31.60688,3300,27300,31.60688,2069585.465,1281492.573,440,323,6.875,8.075
Brussels (CRL),Bucharest (OTP),Brussels (CRL) - Bucharest (OTP),212,182,205,149,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,44.572159,26.102171,Romania,1,199.5842756,13300,3098146.389,1,5000,93000,1746.768255,0.699910842,0.254251292,0.045837866,44.572159,13300,29100,44.572159,3758955.219,3098146.389,417,331,6.515625,8.275
Bucharest (OTP),Brussels (CRL),Bucharest (OTP) - Brussels (CRL),212,180,205,149,44.572159,26.102171,Romania,1,199.5842756,13300,3098146.389,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,1,93000,5000,1746.768255,0.699910842,0.254251292,0.045837866,44.572159,13300,29100,44.572159,3758955.219,3098146.389,417,329,6.515625,8.225
Brussels (CRL),Prague (PRG),Brussels (CRL) - Prague (PRG),214,126,231,134,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,50.10083,14.26,Czechia,1,367.7406879,50500,2493017.796,1,1000,1000,698.2905577,0.63713609,0.362334919,0.000528991,50.10083,29100,50500,50.10083,3758955.219,2493017.796,445,260,6.953125,6.5
Prague (PRG),Brussels (CRL),Prague (PRG) - Brussels (CRL),215,0,204,133,50.10083,14.26,Czechia,1,367.7406879,50500,2493017.796,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,1,1000,1000,698.2905577,0.63713609,0.362334919,0.000528991,50.10083,29100,50500,50.10083,3758955.219,2493017.796,419,133,6.546875,3.325
Brussels (CRL),Marrakesh (RAK),Brussels (CRL) - Marrakesh (RAK),124,144,124,216,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,0,2000,225000,2338.877141,0.724193799,0.194223286,0.081582915,31.60688,3300,29100,31.60688,3758955.219,2069585.465,248,360,3.875,9
Palma de Mallorca (PMI),Valencia (VLC),Palma de Mallorca (PMI) - Valencia (VLC),577,139,563,149,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,0,0,5000,276.6262888,0.810792968,0.187206812,0.00200022,39.489311,23700,26600,39.489311,2240515.048,906926.6876,1140,288,17.8125,7.2
Warsaw (WMI),Vienna (VIE),Warsaw (WMI) - Vienna (VIE),157,139,186,54,52.451111,20.651667,Poland,1,206.0903055,20900,3069285.553,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,1,76000,5000,563.5663254,0.641504864,0.319484473,0.039010663,48.110271,20900,50900,48.110271,3421820.475,3069285.553,343,193,5.359375,4.825
Vienna (VIE),Rome (FCO),Vienna (VIE) - Rome (FCO),93,63,434,230,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,41.80447,12.25079,Italy,1,2.852096897,38700,4100454.509,1,16000,34000,779.7735653,0.655918881,0.322175039,0.02190608,41.80447,38700,50900,41.80447,4100454.509,3421820.475,527,293,8.234375,7.325
Marrakesh (RAK),Brussels (CRL),Marrakesh (RAK) - Brussels (CRL),125,144,124,216,31.60688,-8.0363,Morocco,8,131.7891718,3300,2069585.465,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,0,225000,2000,2338.877141,0.724193799,0.194223286,0.081582915,31.60688,3300,29100,31.60688,3758955.219,2069585.465,249,360,3.890625,9
Milan (BGY),Krakow (KRK),Milan (BGY) - Krakow (KRK),243,211,319,268,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,50.077728,19.78483,Poland,1,453.0006045,11200,2514042.449,1,13000,114000,897.4887743,0.613605483,0.3330821,0.053312417,45.668304,11200,35900,45.668304,5857791.668,2514042.449,562,479,8.78125,11.975
Milan (BGY),Warsaw (WMI),Milan (BGY) - Warsaw (WMI),244,166,199,196,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,52.451111,20.651667,Poland,1,206.0903055,20900,3069285.553,1,13000,114000,1096.849729,0.606208242,0.339458714,0.054333044,45.668304,20900,35900,45.668304,5857791.668,3069285.553,443,362,6.921875,9.05
Vienna (VIE),London (STN),Vienna (VIE) - London (STN),448,290,439,382,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,21000,12000,1238.929154,0.527801564,0.458906857,0.013291579,48.110271,30698,50900,48.110271,8082506.783,3421820.475,887,672,13.859375,16.8
London (STN),Carcassonne (CCF),London (STN) - Carcassonne (CCF),154,41,173,45,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,43.215809,2.308544,France,1,65.05023176,23500,431007.6533,0,170000,170000,977.4731545,0.532159335,0.346322847,0.121517818,43.215809,23500,30698,43.215809,8082506.783,431007.6533,327,86,5.109375,2.15
Carcassonne (CCF),London (STN),Carcassonne (CCF) - London (STN),154,41,171,45,43.215809,2.308544,France,1,65.05023176,23500,431007.6533,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,170000,170000,977.4731545,0.532159335,0.346322847,0.121517818,43.215809,23500,30698,43.215809,8082506.783,431007.6533,325,86,5.078125,2.15
Copenhagen (CPH),London (STN),Copenhagen (CPH) - London (STN),644,378,628,382,55.616959,12.645637,Denmark,1,1.932911115,91300,2874715.153,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,27000,21000,914.7331568,0.441799681,0.539843578,0.018356741,51.884998,30698,91300,51.884998,8082506.783,2874715.153,1272,760,19.875,19
Vienna (VIE),Pafos (PFO),Vienna (VIE) - Pafos (PFO),138,41,191,89,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,34.718277,32.484398,Cyprus,11,0.762857011,27700,249295.2905,0,0,5000,1988.999261,0.729695782,0.268663957,0.001640261,34.718277,27700,50900,34.718277,3421820.475,249295.2905,329,130,5.140625,3.25
Milan (BGY),Kaunas (KUN),Milan (BGY) - Kaunas (KUN),0,0,0,44,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,54.963909,24.08477,Lithuania,1,180.199872,20500,552765.4972,1,1000,6000,1449.250469,0.639588775,0.35768502,0.002726205,45.668304,20500,35900,45.668304,5857791.668,552765.4972,0,44,0,1.1
Milan (BGY),Seville (SVQ),Milan (BGY) - Seville (SVQ),94,124,129,184,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,37.41795,-5.892757,Spain,1,74.08553219,20900,1670973.457,1,154000,35000,1586.8251,0.636927503,0.29308012,0.069992377,37.41795,20900,35900,37.41795,5857791.668,1670973.457,223,308,3.484375,7.7
Zadar (ZAD),Stockholm (ARN),Zadar (ZAD) - Stockholm (ARN),63,0,35,0,44.108261,15.34669,Croatia,1,6.196562882,13000,191415.8921,59.653545,17.939816,Sweden,1,24.88615302,71200,2422047.345,1,11000,1000,1739.380282,0.678962571,0.316057177,0.004980252,44.108261,13000,71200,44.108261,2422047.345,191415.8921,98,0,1.53125,0
Seville (SVQ),Milan (BGY),Seville (SVQ) - Milan (BGY),94,124,130,175,37.41795,-5.892757,Spain,1,74.08553219,20900,1670973.457,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,1,35000,154000,1586.8251,0.636927503,0.29308012,0.069992377,37.41795,20900,35900,37.41795,5857791.668,1670973.457,224,299,3.5,7.475
Bordeaux (BOD),Tangier (TNG),Bordeaux (BOD) - Tangier (TNG),61,41,61,46,44.828609,-0.71527,France,1,22.18719057,36600,1427658.783,35.72691,-5.91688,Morocco,8,2.775090602,3300,1511591.978,0,38000,1060000,1104.745968,0.55779281,0.112138936,0.330068254,35.72691,3300,36600,35.72691,1511591.978,1427658.783,122,87,1.90625,2.175
Bari (BRI),Brussels (CRL),Bari (BRI) - Brussels (CRL),0,0,0,99,41.138527,16.760633,Italy,1,2.424452269,23400,1492259.815,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,1,121000,46000,1406.782785,0.689284707,0.23745368,0.073261613,41.138527,23400,29100,41.138527,3758955.219,1492259.815,0,99,0,2.475
Brussels (CRL),Bari (BRI),Brussels (CRL) - Bari (BRI),207,61,200,99,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,41.138527,16.760633,Italy,1,2.424452269,23400,1492259.815,1,46000,121000,1406.782785,0.689284707,0.23745368,0.073261613,41.138527,23400,29100,41.138527,3758955.219,1492259.815,407,160,6.359375,4
Budapest (BUD),Copenhagen (CPH),Budapest (BUD) - Copenhagen (CPH),217,146,217,155,47.436932,19.25559,Hungary,1,419.2527467,33000,3082992.936,55.616959,12.645637,Denmark,1,1.932911115,91300,2874715.153,1,6000,1000,1018.15685,0.586542421,0.410718981,0.002738598,47.436932,33000,91300,47.436932,3082992.936,2874715.153,434,301,6.78125,7.525
Copenhagen (CPH),Budapest (BUD),Copenhagen (CPH) - Budapest (BUD),217,148,217,155,55.616959,12.645637,Denmark,1,1.932911115,91300,2874715.153,47.436932,19.25559,Hungary,1,419.2527467,33000,3082992.936,1,1000,6000,1018.15685,0.586542421,0.410718981,0.002738598,47.436932,33000,91300,47.436932,3082992.936,2874715.153,434,303,6.78125,7.575
Zadar (ZAD),London (STN),Zadar (ZAD) - London (STN),122,0,109,0,44.108261,15.34669,Croatia,1,6.196562882,13000,191415.8921,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,9000,1000,1415.484187,0.605968658,0.390394658,0.003636683,44.108261,13000,30698,44.108261,8082506.783,191415.8921,231,0,3.609375,0
Rome (CIA),Krakow (KRK),Rome (CIA) - Krakow (KRK),216,146,0,153,41.799358,12.59493,Italy,1,21.80664781,38700,4528460.494,50.077728,19.78483,Poland,1,453.0006045,11200,2514042.449,1,13000,114000,1075.483758,0.664561496,0.282881843,0.052556661,41.799358,11200,38700,41.799358,4528460.494,2514042.449,216,299,3.375,7.475
London (STN),Gran Canaria (LPA),London (STN) - Gran Canaria (LPA),159,124,186,178,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,27.931881,-15.3865,Spain,13,0.500932624,19400,865492.5941,0,303000,151000,2967.194162,0.593072168,0.27703362,0.129894212,27.931881,19400,30698,27.931881,8082506.783,865492.5941,345,302,5.390625,7.55
Krakow (KRK),Rome (CIA),Krakow (KRK) - Rome (CIA),248,145,217,178,50.077728,19.78483,Poland,1,453.0006045,11200,2514042.449,41.799358,12.59493,Italy,1,21.80664781,38700,4528460.494,1,114000,13000,1075.483758,0.664561496,0.282881843,0.052556661,41.799358,11200,38700,41.799358,4528460.494,2514042.449,465,323,7.265625,8.075
Brussels (CRL),Toulouse (TLS),Brussels (CRL) - Toulouse (TLS),208,154,110,107,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,43.628101,1.367263,France,1,25.93160315,40700,1606861.748,1,164000,190000,795.5750034,0.597960737,0.255831637,0.146207626,43.628101,29100,40700,43.628101,3758955.219,1606861.748,318,261,4.96875,6.525
Toulouse (TLS),Brussels (CRL),Toulouse (TLS) - Brussels (CRL),207,155,110,105,43.628101,1.367263,France,1,25.93160315,40700,1606861.748,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,1,190000,164000,795.5750034,0.597960737,0.255831637,0.146207626,43.628101,29100,40700,43.628101,3758955.219,1606861.748,317,260,4.953125,6.5
Brussels (CRL),Vienna (VIE),Brussels (CRL) - Vienna (VIE),240,145,212,147,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,1,3000,3000,916.7161141,0.648503436,0.348959417,0.002537147,48.110271,29100,50900,48.110271,3758955.219,3421820.475,452,292,7.0625,7.3
Vienna (VIE),Brussels (CRL),Vienna (VIE) - Brussels (CRL),242,83,0,139,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,50.459972,4.453121,Belgium,1,98.76086258,29100,3758955.219,1,3000,3000,916.7161141,0.648503436,0.348959417,0.002537147,48.110271,29100,50900,48.110271,3758955.219,3421820.475,242,222,3.78125,5.55
Wroclaw (WRO),Corfu (CFU),Wroclaw (WRO) - Corfu (CFU),53,0,82,0,51.10268,16.88583,Poland,1,298.924916,25900,1527105.622,39.601955,19.912003,Greece,12,0.066512507,14100,192023.1002,0,16000,4000,1301.711964,0.838591595,0.1518169,0.009591505,39.601955,14100,25900,39.601955,1527105.622,192023.1002,135,0,2.109375,0
Corfu (CFU),Wroclaw (WRO),Corfu (CFU) - Wroclaw (WRO),53,0,82,0,39.601955,19.912003,Greece,12,0.066512507,14100,192023.1002,51.10268,16.88583,Poland,1,298.924916,25900,1527105.622,0,4000,16000,1301.711964,0.838591595,0.1518169,0.009591505,39.601955,14100,25900,39.601955,1527105.622,192023.1002,135,0,2.109375,0
Athens (ATH),Corfu (CFU),Athens (ATH) - Corfu (CFU),0,0,96,0,37.936352,23.94446,Greece,1,5.118845717,17900,3695429.636,39.601955,19.912003,Greece,12,0.066512507,14100,192023.1002,0,0,5000,396.0278161,0.789613633,0.20855299,0.001833378,37.936352,14100,17900,37.936352,3695429.636,192023.1002,96,0,1.5,0
Corfu (CFU),Athens (ATH),Corfu (CFU) - Athens (ATH),0,0,96,0,39.601955,19.912003,Greece,12,0.066512507,14100,192023.1002,37.936352,23.94446,Greece,1,5.118845717,17900,3695429.636,0,0,5000,396.0278161,0.789613633,0.20855299,0.001833378,37.936352,14100,17900,37.936352,3695429.636,192023.1002,96,0,1.5,0
Vienna (VIE),Palma de Mallorca (PMI),Vienna (VIE) - Palma de Mallorca (PMI),940,166,778,222,48.110271,16.569719,Austria,1,342.6673814,50900,3421820.475,39.55167,2.738808,Spain,5,2.485606237,26600,906926.6876,0,12000,8000,1459.441451,0.704310247,0.287356432,0.008333321,39.55167,26600,50900,39.55167,3421820.475,906926.6876,1718,388,26.84375,9.7
Shannon (SNN),London (STN),Shannon (SNN) - London (STN),462,300,535,273,52.701969,-8.92481,Ireland,3,1.153536861,61200,355534.7457,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,0,370000,305000,629.822629,0.379495475,0.394384604,0.226119921,51.884998,30698,61200,51.884998,8082506.783,355534.7457,997,573,15.578125,14.325
Shannon (SNN),Porto (OPO),Shannon (SNN) - Porto (OPO),0,0,63,0,52.701969,-8.92481,Ireland,3,1.153536861,61200,355534.7457,41.248051,-8.68138,Portugal,1,3.644933956,20200,2816726.104,0,2000,3000,1275.226568,0.700743852,0.297473555,0.001782593,41.248051,20200,61200,41.248051,2816726.104,355534.7457,63,0,0.984375,0
Dublin (DUB),Gran Canaria (LPA),Dublin (DUB) - Gran Canaria (LPA),124,150,141,173,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,27.931881,-15.3865,Spain,13,0.500932624,19400,865492.5941,0,16000,9000,2934.618598,0.643215174,0.34932117,0.007463655,27.931881,19400,140200,27.931881,1919109.862,865492.5941,265,323,4.140625,8.075
Valencia (VLC),Fuerteventura (FUE),Valencia (VLC) - Fuerteventura (FUE),32,42,31,0,39.489311,-0.48162,Spain,1,13.2933215,23700,2240515.048,28.452709,-13.8637,Spain,10,0.467340104,19200,102864.9561,0,0,5000,1738.562433,0.851163694,0.147175478,0.001660828,28.452709,19200,23700,28.452709,2240515.048,102864.9561,63,42,0.984375,1.05
Gran Canaria (LPA),Dublin (DUB),Gran Canaria (LPA) - Dublin (DUB),125,149,141,174,27.931881,-15.3865,Spain,13,0.500932624,19400,865492.5941,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,0,9000,16000,2934.618598,0.643215174,0.34932117,0.007463655,27.931881,19400,140200,27.931881,1919109.862,865492.5941,266,323,4.15625,8.075
Marseille (MRS),Milan (BGY),Marseille (MRS) - Milan (BGY),91,0,139,51,43.436661,5.215,France,1,10.62555909,46200,2000936.043,45.668304,9.704209,Italy,1,151.3609256,35900,5857791.668,1,128000,326000,434.113107,0.519908967,0.314192425,0.165898607,43.436661,35900,46200,43.436661,5857791.668,2000936.043,230,51,3.59375,1.275
Dublin (DUB),Prague (PRG),Dublin (DUB) - Prague (PRG),155,151,175,189,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,50.10083,14.26,Czechia,1,367.7406879,50500,2493017.796,0,1000,7000,1456.428422,0.482733909,0.514212164,0.003053927,50.10083,50500,140200,50.10083,2493017.796,1919109.862,330,340,5.15625,8.5
Prague (PRG),Dublin (DUB),Prague (PRG) - Dublin (DUB),155,0,174,191,50.10083,14.26,Czechia,1,367.7406879,50500,2493017.796,53.421379,-6.27,Ireland,3,6.540771771,140200,1919109.862,0,7000,1000,1456.428422,0.482733909,0.514212164,0.003053927,50.10083,50500,140200,50.10083,2493017.796,1919109.862,329,191,5.140625,4.775
London (STN),Hamburg (HAM),London (STN) - Hamburg (HAM),395,147,404,163,51.884998,0.235,United Kingdom,2,35.23390898,30698,8082506.783,53.630379,9.988228,Germany,1,22.48621054,71000,3485320.682,0,118000,310000,684.5846758,0.403844863,0.443709583,0.152445554,51.884998,30698,71000,51.884998,8082506.783,3485320.682,799,310,12.484375,7.75
